Application_ID,Application_Date,Month,Product_Type,Branch_Tier,State,Status,Loan_Amount,Customer_Segment,TAT_Application_Submission_hrs,SLA_Breach_Application_Submission,TAT_Document_Verification_hrs,SLA_Breach_Document_Verification,TAT_Credit_Assessment_hrs,SLA_Breach_Credit_Assessment,TAT_Approval_Rejection_hrs,SLA_Breach_Approval_Rejection,TAT_Loan_Disbursal_hrs,SLA_Breach_Loan_Disbursal,Total_TAT_hrs,Total_TAT_days,SLA_Breached
AU2028388,2024-11-13,2024-11,Business Loan,Rural,Gujarat,Pending Documents,165000.0,MSME Owner,13.3,1,52.3,1,45.6,0,23.5,1,41.2,1,175.9,7.3,1
AU2028389,2025-01-11,2025-01,Home Loan,Rural,Punjab,Disbursed,791000.0,Salaried,12.8,1,49.3,1,38.9,0,15.2,0,42.4,1,158.6,6.6,1
AU2028390,2024-09-20,2024-09,MSME Loan,Urban,Rajasthan,Disbursed,284000.0,MSME Owner,2.3,0,18.2,0,22.1,0,11.8,0,16.8,0,71.2,3.0,0
AU2028391,2025-03-30,2025-03,MSME Loan,Urban,Punjab,Disbursed,50000.0,Salaried,4.4,0,11.7,0,47.6,0,9.2,0,12.9,0,85.8,3.6,0
AU2028392,2024-02-26,2024-02,MSME Loan,Semi-Urban,Rajasthan,Disbursed,444000.0,Self-Employed,7.8,0,34.4,1,51.3,1,20.0,1,12.9,0,126.4,5.3,1
AU2028393,2024-07-06,2024-07,Vehicle Finance,Urban,Haryana,Disbursed,307000.0,Salaried,2.9,0,11.4,0,19.7,0,5.1,0,15.7,0,54.8,2.3,0
AU2028394,2024-11-12,2024-11,Personal Loan,Semi-Urban,Tamil Nadu,Disbursed,370000.0,Self-Employed,4.8,0,14.6,0,36.2,0,17.9,1,26.2,1,99.7,4.2,1
AU2028395,2024-07-06,2024-07,Business Loan,Urban,Rajasthan,Disbursed,368000.0,MSME Owner,3.1,0,15.7,0,54.1,1,10.0,0,6.6,0,89.5,3.7,1
AU2028396,2024-03-30,2024-03,Personal Loan,Rural,Punjab,Disbursed,116000.0,Farmer,15.7,1,56.1,1,40.4,0,17.0,1,22.6,0,151.8,6.3,1
AU2028397,2024-12-26,2024-12,MSME Loan,Urban,Karnataka,Disbursed,459000.0,Salaried,5.1,0,22.2,0,49.2,1,8.5,0,17.9,0,102.9,4.3,1
AU2028398,2024-10-14,2024-10,Personal Loan,Rural,Gujarat,Disbursed,83000.0,Salaried,11.2,1,30.3,1,47.2,0,14.7,0,22.1,0,125.5,5.2,1
AU2028399,2024-03-11,2024-03,MSME Loan,Rural,Madhya Pradesh,Pending Documents,233000.0,MSME Owner,15.7,1,54.1,1,87.0,1,17.9,1,22.7,0,197.4,8.2,1
AU2028400,2024-05-02,2024-05,Personal Loan,Rural,Punjab,Rejected,160000.0,Salaried,15.3,1,42.4,1,44.9,0,17.6,1,0.0,0,120.2,5.0,1
AU2028401,2024-02-28,2024-02,MSME Loan,Rural,Karnataka,Disbursed,256000.0,Self-Employed,11.3,1,42.4,1,82.7,1,15.6,0,41.4,1,193.4,8.1,1
AU2028402,2025-01-12,2025-01,Vehicle Finance,Rural,Tamil Nadu,Disbursed,513000.0,MSME Owner,13.8,1,59.0,1,43.9,0,19.5,1,45.3,1,181.5,7.6,1
AU2028403,2025-03-22,2025-03,Vehicle Finance,Urban,Odisha,Rejected,93000.0,Self-Employed,3.2,0,12.8,0,21.5,0,4.6,0,0.0,0,42.1,1.8,0
AU2028404,2025-01-20,2025-01,Personal Loan,Urban,Madhya Pradesh,Disbursed,762000.0,Self-Employed,5.5,0,16.7,0,22.5,0,10.5,0,8.9,0,64.1,2.7,0
AU2028405,2024-06-13,2024-06,MSME Loan,Semi-Urban,Madhya Pradesh,Under Review,721000.0,Salaried,9.6,1,28.5,1,56.5,1,0.0,0,0.0,0,94.6,3.9,1
AU2028406,2025-04-04,2025-04,Business Loan,Semi-Urban,Punjab,Rejected,90000.0,MSME Owner,4.8,0,31.8,1,56.9,1,14.5,0,0.0,0,108.0,4.5,1
AU2028407,2024-09-14,2024-09,Home Loan,Rural,Uttar Pradesh,Disbursed,87000.0,Self-Employed,10.5,1,75.5,1,54.7,1,15.7,0,41.8,1,198.2,8.3,1
AU2028408,2024-05-21,2024-05,MSME Loan,Urban,Haryana,Rejected,132000.0,Farmer,2.4,0,16.4,0,36.8,0,8.9,0,0.0,0,64.5,2.7,0
AU2028409,2024-02-02,2024-02,MSME Loan,Urban,Rajasthan,Disbursed,63000.0,Self-Employed,3.1,0,11.0,0,55.2,1,8.5,0,13.3,0,91.1,3.8,1
AU2028410,2024-06-25,2024-06,Home Loan,Urban,Punjab,Rejected,472000.0,Salaried,5.3,0,27.7,1,21.3,0,6.9,0,0.0,0,61.2,2.5,1
AU2028411,2024-09-05,2024-09,MSME Loan,Urban,Tamil Nadu,Disbursed,122000.0,Salaried,6.0,0,17.4,0,22.1,0,9.3,0,17.9,0,72.7,3.0,0
AU2028412,2024-09-26,2024-09,Vehicle Finance,Semi-Urban,Karnataka,Disbursed,226000.0,Self-Employed,8.5,1,33.1,1,41.8,0,9.5,0,23.9,0,116.8,4.9,1
AU2028413,2024-08-28,2024-08,Vehicle Finance,Semi-Urban,Gujarat,Disbursed,207000.0,Salaried,4.4,0,24.6,1,23.2,0,14.5,0,16.4,0,83.1,3.5,1
AU2028414,2024-12-13,2024-12,MSME Loan,Rural,Karnataka,Pending Documents,928000.0,Salaried,14.8,1,57.5,1,77.3,1,15.4,0,33.8,1,198.8,8.3,1
AU2028415,2025-04-05,2025-04,Home Loan,Rural,Karnataka,Disbursed,474000.0,Salaried,17.3,1,76.6,1,37.0,0,26.6,1,28.4,1,185.9,7.7,1
AU2028416,2024-08-19,2024-08,Business Loan,Rural,Uttar Pradesh,Under Review,238000.0,Salaried,11.0,1,56.3,1,59.6,1,0.0,0,0.0,0,126.9,5.3,1
AU2028417,2024-07-07,2024-07,Personal Loan,Urban,Odisha,Disbursed,747000.0,MSME Owner,5.3,0,16.7,0,15.2,0,7.6,0,7.5,0,52.3,2.2,0
AU2028418,2024-04-06,2024-04,Personal Loan,Semi-Urban,Gujarat,Pending Documents,450000.0,MSME Owner,9.4,1,30.1,1,36.8,0,12.4,0,11.8,0,100.5,4.2,1
AU2028419,2024-02-14,2024-02,Vehicle Finance,Rural,Tamil Nadu,Disbursed,507000.0,Salaried,14.5,1,40.8,1,68.7,1,14.9,0,39.4,1,178.3,7.4,1
AU2028420,2024-07-19,2024-07,Home Loan,Rural,Gujarat,Disbursed,184000.0,Self-Employed,12.5,1,43.0,1,52.3,1,22.2,1,33.7,1,163.7,6.8,1
AU2028421,2024-05-27,2024-05,Personal Loan,Rural,Maharashtra,Disbursed,107000.0,Salaried,14.9,1,35.4,1,48.3,1,18.1,1,44.4,1,161.1,6.7,1
AU2028422,2024-02-25,2024-02,MSME Loan,Urban,Gujarat,Disbursed,437000.0,Salaried,5.2,0,14.5,0,41.0,0,7.6,0,16.8,0,85.1,3.5,0
AU2028423,2024-05-21,2024-05,Personal Loan,Semi-Urban,Maharashtra,Rejected,59000.0,Self-Employed,6.5,0,12.4,0,38.7,0,18.0,1,0.0,0,75.6,3.1,1
AU2028424,2024-12-22,2024-12,Business Loan,Urban,Gujarat,Disbursed,547000.0,Salaried,2.6,0,20.7,0,29.3,0,4.2,0,12.9,0,69.7,2.9,0
AU2028425,2024-09-11,2024-09,Personal Loan,Rural,Maharashtra,Disbursed,910000.0,Self-Employed,10.5,1,48.8,1,50.3,1,26.2,1,31.8,1,167.6,7.0,1
AU2028426,2025-03-23,2025-03,Personal Loan,Urban,Maharashtra,Pending Documents,1760000.0,Farmer,2.1,0,18.6,0,18.9,0,6.2,0,8.7,0,54.5,2.3,0
AU2028427,2024-09-23,2024-09,MSME Loan,Urban,Madhya Pradesh,Disbursed,61000.0,Salaried,2.6,0,22.4,0,33.5,0,11.3,0,15.8,0,85.6,3.6,0
AU2028428,2024-05-30,2024-05,MSME Loan,Urban,Rajasthan,Disbursed,50000.0,Self-Employed,2.2,0,23.5,0,18.4,0,5.4,0,14.1,0,63.6,2.6,0
AU2028429,2025-05-11,2025-05,Personal Loan,Urban,Haryana,Disbursed,1383000.0,Salaried,3.0,0,12.3,0,24.0,0,7.5,0,11.7,0,58.5,2.4,0
AU2028430,2025-04-22,2025-04,Vehicle Finance,Urban,Karnataka,Disbursed,378000.0,Salaried,5.8,0,19.1,0,15.6,0,11.8,0,10.4,0,62.7,2.6,0
AU2028431,2024-08-30,2024-08,MSME Loan,Urban,Maharashtra,Disbursed,708000.0,MSME Owner,2.1,0,8.3,0,48.5,1,5.3,0,17.0,0,81.2,3.4,1
AU2028432,2024-08-03,2024-08,Business Loan,Rural,Punjab,Disbursed,50000.0,MSME Owner,11.2,1,32.0,1,39.6,0,13.0,0,27.2,1,123.0,5.1,1
AU2028433,2025-01-12,2025-01,Home Loan,Urban,Tamil Nadu,Disbursed,383000.0,Farmer,4.6,0,33.9,1,33.9,0,4.5,0,17.5,0,94.4,3.9,1
AU2028434,2024-05-29,2024-05,Personal Loan,Rural,Rajasthan,Disbursed,1968000.0,Farmer,14.2,1,39.3,1,29.4,0,26.2,1,21.8,0,130.9,5.5,1
AU2028435,2024-02-02,2024-02,Home Loan,Semi-Urban,Madhya Pradesh,Disbursed,366000.0,Self-Employed,8.6,1,51.7,1,25.9,0,19.4,1,27.3,1,132.9,5.5,1
AU2028436,2025-03-22,2025-03,MSME Loan,Rural,Rajasthan,Rejected,294000.0,MSME Owner,17.4,1,44.5,1,98.1,1,24.7,1,0.0,0,184.7,7.7,1
AU2028437,2025-03-03,2025-03,Personal Loan,Rural,Madhya Pradesh,Disbursed,152000.0,Salaried,14.4,1,52.4,1,52.0,1,27.9,1,24.3,1,171.0,7.1,1
AU2028438,2024-11-26,2024-11,Business Loan,Semi-Urban,Karnataka,Under Review,200000.0,MSME Owner,8.9,1,18.6,0,27.8,0,0.0,0,0.0,0,55.3,2.3,1
AU2028439,2024-07-29,2024-07,Business Loan,Urban,Punjab,Disbursed,275000.0,Self-Employed,2.4,0,9.8,0,49.9,1,4.3,0,14.3,0,80.7,3.4,1
AU2028440,2024-06-24,2024-06,MSME Loan,Urban,Odisha,Disbursed,58000.0,Self-Employed,5.3,0,10.2,0,41.4,0,11.5,0,6.7,0,75.1,3.1,0
AU2028441,2024-09-05,2024-09,Personal Loan,Semi-Urban,Punjab,Pending Documents,867000.0,Salaried,6.0,0,14.4,0,28.9,0,8.5,0,17.0,0,74.8,3.1,0
AU2028442,2024-12-06,2024-12,Vehicle Finance,Rural,Odisha,Under Review,149000.0,Salaried,14.0,1,42.8,1,48.8,1,0.0,0,0.0,0,105.6,4.4,1
AU2028443,2025-03-07,2025-03,Personal Loan,Semi-Urban,Karnataka,Disbursed,538000.0,Farmer,4.1,0,34.5,1,43.9,0,17.0,1,27.7,1,127.2,5.3,1
AU2028444,2024-08-15,2024-08,Personal Loan,Semi-Urban,Karnataka,Under Review,345000.0,Self-Employed,6.6,0,33.9,1,34.2,0,0.0,0,0.0,0,74.7,3.1,1
AU2028445,2024-06-04,2024-06,Personal Loan,Rural,Tamil Nadu,Pending Documents,89000.0,Farmer,14.8,1,50.8,1,57.6,1,20.3,1,26.2,1,169.7,7.1,1
AU2028446,2024-03-08,2024-03,Business Loan,Semi-Urban,Odisha,Disbursed,1928000.0,MSME Owner,8.5,1,14.5,0,43.5,0,11.2,0,19.7,0,97.4,4.1,1
AU2028447,2024-03-28,2024-03,Personal Loan,Rural,Uttar Pradesh,Disbursed,804000.0,Salaried,15.8,1,25.9,1,55.7,1,28.6,1,36.5,1,162.5,6.8,1
AU2028448,2024-04-26,2024-04,Home Loan,Rural,Uttar Pradesh,Disbursed,50000.0,Salaried,9.9,1,65.5,1,62.1,1,27.8,1,30.9,1,196.2,8.2,1
AU2028449,2024-07-09,2024-07,Business Loan,Semi-Urban,Tamil Nadu,Rejected,601000.0,Salaried,5.8,0,24.8,1,47.7,0,16.5,1,0.0,0,94.8,4.0,1
AU2028450,2025-01-29,2025-01,Personal Loan,Urban,Uttar Pradesh,Under Review,724000.0,Self-Employed,4.0,0,23.5,0,14.9,0,0.0,0,0.0,0,42.4,1.8,0
AU2028451,2024-03-16,2024-03,Personal Loan,Semi-Urban,Rajasthan,Rejected,935000.0,Self-Employed,9.3,1,27.5,1,41.0,0,17.7,1,0.0,0,95.5,4.0,1
AU2028452,2024-05-25,2024-05,Home Loan,Semi-Urban,Punjab,Disbursed,63000.0,MSME Owner,5.9,0,35.9,1,25.5,0,16.4,1,27.6,1,111.3,4.6,1
AU2028453,2025-05-04,2025-05,MSME Loan,Semi-Urban,Tamil Nadu,Disbursed,366000.0,Self-Employed,5.2,0,20.4,0,45.7,0,19.3,1,17.7,0,108.3,4.5,1
AU2028454,2024-11-12,2024-11,Vehicle Finance,Rural,Maharashtra,Disbursed,129000.0,Self-Employed,15.1,1,34.7,1,59.1,1,28.0,1,28.1,1,165.0,6.9,1
AU2028455,2024-12-30,2024-12,Personal Loan,Semi-Urban,Maharashtra,Disbursed,58000.0,Self-Employed,7.8,0,21.8,0,45.7,0,12.8,0,15.5,0,103.6,4.3,0
AU2028456,2024-05-26,2024-05,MSME Loan,Urban,Karnataka,Disbursed,305000.0,Salaried,4.5,0,15.2,0,42.3,0,6.3,0,16.9,0,85.2,3.5,0
AU2028457,2025-05-13,2025-05,Business Loan,Semi-Urban,Maharashtra,Pending Documents,74000.0,Self-Employed,5.0,0,13.6,0,74.1,1,17.2,1,26.5,1,136.4,5.7,1
AU2028458,2025-03-05,2025-03,Home Loan,Urban,Maharashtra,Disbursed,263000.0,Self-Employed,4.3,0,12.8,0,19.4,0,9.1,0,7.2,0,52.8,2.2,0
AU2028459,2024-03-23,2024-03,Personal Loan,Semi-Urban,Maharashtra,Disbursed,633000.0,Salaried,4.2,0,35.0,1,18.8,0,8.0,0,15.8,0,81.8,3.4,1
AU2028460,2024-02-29,2024-02,Personal Loan,Semi-Urban,Madhya Pradesh,Under Review,1472000.0,Farmer,5.1,0,23.7,0,37.3,0,0.0,0,0.0,0,66.1,2.8,0
AU2028461,2024-06-11,2024-06,Home Loan,Semi-Urban,Rajasthan,Disbursed,239000.0,Salaried,6.2,0,18.2,0,41.4,0,12.0,0,22.0,0,99.8,4.2,0
AU2028462,2024-03-05,2024-03,Business Loan,Rural,Odisha,Under Review,252000.0,Salaried,11.7,1,39.3,1,111.7,1,0.0,0,0.0,0,162.7,6.8,1
AU2028463,2024-05-13,2024-05,Home Loan,Semi-Urban,Tamil Nadu,Disbursed,1062000.0,Salaried,4.4,0,43.1,1,43.5,0,12.9,0,19.9,0,123.8,5.2,1
AU2028464,2024-04-04,2024-04,Business Loan,Semi-Urban,Punjab,Disbursed,254000.0,Self-Employed,4.2,0,26.9,1,35.3,0,12.6,0,17.4,0,96.4,4.0,1
AU2028465,2024-10-14,2024-10,Business Loan,Urban,Madhya Pradesh,Under Review,1588000.0,Self-Employed,4.4,0,17.8,0,40.9,0,0.0,0,0.0,0,63.1,2.6,0
AU2028466,2024-12-06,2024-12,MSME Loan,Semi-Urban,Rajasthan,Disbursed,755000.0,Self-Employed,8.0,0,15.8,0,48.1,1,12.8,0,24.1,1,108.8,4.5,1
AU2028467,2025-05-15,2025-05,Personal Loan,Semi-Urban,Punjab,Under Review,255000.0,Farmer,9.1,1,21.0,0,46.2,0,0.0,0,0.0,0,76.3,3.2,1
AU2028468,2024-03-16,2024-03,MSME Loan,Rural,Punjab,Disbursed,410000.0,Self-Employed,11.3,1,48.6,1,38.1,0,12.8,0,28.6,1,139.4,5.8,1
AU2028469,2024-08-17,2024-08,Personal Loan,Semi-Urban,Punjab,Pending Documents,117000.0,MSME Owner,7.9,0,12.2,0,33.4,0,17.8,1,21.8,0,93.1,3.9,1
AU2028470,2025-05-14,2025-05,Personal Loan,Rural,Karnataka,Pending Documents,101000.0,Salaried,8.6,1,55.4,1,68.6,1,23.4,1,40.9,1,196.9,8.2,1
AU2028471,2024-09-30,2024-09,Home Loan,Urban,Maharashtra,Disbursed,128000.0,MSME Owner,5.2,0,12.1,0,23.1,0,7.2,0,15.0,0,62.6,2.6,0
AU2028472,2024-03-03,2024-03,Vehicle Finance,Urban,Uttar Pradesh,Rejected,50000.0,Farmer,2.5,0,8.3,0,15.5,0,5.3,0,0.0,0,31.6,1.3,0
AU2028473,2024-07-26,2024-07,Vehicle Finance,Semi-Urban,Rajasthan,Disbursed,220000.0,Salaried,7.0,0,25.6,1,27.1,0,10.6,0,11.5,0,81.8,3.4,1
AU2028474,2025-01-28,2025-01,Personal Loan,Urban,Tamil Nadu,Rejected,233000.0,Self-Employed,4.1,0,14.9,0,14.7,0,10.0,0,0.0,0,43.7,1.8,0
AU2028475,2025-04-30,2025-04,Business Loan,Urban,Maharashtra,Disbursed,256000.0,MSME Owner,4.4,0,9.4,0,31.5,0,11.2,0,11.4,0,67.9,2.8,0
AU2028476,2025-04-20,2025-04,Business Loan,Semi-Urban,Tamil Nadu,Disbursed,2560000.0,Farmer,8.2,1,21.2,0,64.2,1,18.8,1,18.6,0,131.0,5.5,1
AU2028477,2024-03-20,2024-03,Personal Loan,Rural,Punjab,Disbursed,368000.0,Salaried,11.1,1,37.7,1,62.4,1,19.0,1,19.5,0,149.7,6.2,1
AU2028478,2025-05-11,2025-05,Vehicle Finance,Semi-Urban,Rajasthan,Under Review,114000.0,Self-Employed,4.7,0,12.4,0,41.4,0,0.0,0,0.0,0,58.5,2.4,0
AU2028479,2025-05-14,2025-05,Home Loan,Semi-Urban,Karnataka,Disbursed,218000.0,Salaried,5.2,0,53.1,1,40.2,0,13.4,0,11.1,0,123.0,5.1,1
AU2028480,2024-06-18,2024-06,Personal Loan,Rural,Karnataka,Pending Documents,66000.0,Salaried,15.7,1,40.9,1,64.0,1,16.1,1,38.4,1,175.1,7.3,1
AU2028481,2024-08-30,2024-08,Personal Loan,Urban,Uttar Pradesh,Disbursed,149000.0,MSME Owner,4.6,0,10.7,0,21.2,0,10.1,0,9.4,0,56.0,2.3,0
AU2028482,2025-05-11,2025-05,MSME Loan,Rural,Uttar Pradesh,Disbursed,1311000.0,Salaried,11.7,1,28.9,1,108.8,1,25.0,1,19.4,0,193.8,8.1,1
AU2028483,2024-12-07,2024-12,Vehicle Finance,Urban,Odisha,Under Review,1052000.0,Salaried,4.6,0,10.7,0,25.4,0,0.0,0,0.0,0,40.7,1.7,0
AU2028484,2025-02-13,2025-02,Vehicle Finance,Semi-Urban,Maharashtra,Pending Documents,332000.0,Farmer,9.0,1,25.2,1,33.3,0,19.3,1,21.1,0,107.9,4.5,1
AU2028485,2025-01-08,2025-01,Home Loan,Urban,Odisha,Rejected,2614000.0,Salaried,2.5,0,32.1,1,28.6,0,7.3,0,0.0,0,70.5,2.9,1
AU2028486,2024-06-22,2024-06,Personal Loan,Urban,Tamil Nadu,Disbursed,204000.0,MSME Owner,2.5,0,9.5,0,33.7,0,10.0,0,6.6,0,62.3,2.6,0
AU2028487,2025-01-09,2025-01,Personal Loan,Semi-Urban,Gujarat,Disbursed,78000.0,MSME Owner,6.4,0,35.2,1,38.8,0,8.6,0,15.9,0,104.9,4.4,1
AU2028488,2025-04-05,2025-04,Vehicle Finance,Urban,Tamil Nadu,Disbursed,283000.0,Self-Employed,2.4,0,18.6,0,26.8,0,11.5,0,16.1,0,75.4,3.1,0
AU2028489,2024-03-12,2024-03,MSME Loan,Rural,Rajasthan,Disbursed,108000.0,Self-Employed,10.8,1,42.3,1,45.4,0,24.1,1,18.7,0,141.3,5.9,1
AU2028490,2024-02-29,2024-02,Personal Loan,Urban,Karnataka,Pending Documents,391000.0,Salaried,3.3,0,24.0,0,17.4,0,5.6,0,13.1,0,63.4,2.6,0
AU2028491,2024-01-13,2024-01,Home Loan,Rural,Uttar Pradesh,Rejected,105000.0,Self-Employed,12.1,1,66.1,1,52.8,1,15.9,0,0.0,0,146.9,6.1,1
AU2028492,2024-11-12,2024-11,Personal Loan,Semi-Urban,Haryana,Disbursed,758000.0,Salaried,4.1,0,15.1,0,23.1,0,10.4,0,23.9,0,76.6,3.2,0
AU2028493,2024-08-16,2024-08,Business Loan,Semi-Urban,Madhya Pradesh,Disbursed,50000.0,MSME Owner,4.0,0,32.6,1,75.4,1,9.5,0,21.7,0,143.2,6.0,1
AU2028494,2024-02-17,2024-02,Personal Loan,Urban,Punjab,Disbursed,428000.0,Self-Employed,3.8,0,15.5,0,19.5,0,11.0,0,12.8,0,62.6,2.6,0
AU2028495,2024-01-29,2024-01,Vehicle Finance,Semi-Urban,Punjab,Pending Documents,776000.0,MSME Owner,4.9,0,22.5,0,26.7,0,19.8,1,17.5,0,91.4,3.8,1
AU2028496,2024-11-24,2024-11,Personal Loan,Semi-Urban,Odisha,Disbursed,59000.0,Salaried,4.6,0,18.8,0,28.4,0,18.0,1,14.9,0,84.7,3.5,1
AU2028497,2024-10-25,2024-10,Personal Loan,Rural,Madhya Pradesh,Under Review,466000.0,Self-Employed,10.8,1,51.8,1,24.4,0,0.0,0,0.0,0,87.0,3.6,1
AU2028498,2024-04-23,2024-04,Vehicle Finance,Urban,Karnataka,Disbursed,158000.0,Self-Employed,2.4,0,22.6,0,19.9,0,9.9,0,7.0,0,61.8,2.6,0
AU2028499,2024-04-10,2024-04,Personal Loan,Semi-Urban,Uttar Pradesh,Under Review,349000.0,Salaried,6.5,0,26.9,1,41.9,0,0.0,0,0.0,0,75.3,3.1,1
AU2028500,2024-02-12,2024-02,Vehicle Finance,Rural,Rajasthan,Under Review,253000.0,MSME Owner,9.4,1,59.0,1,41.0,0,0.0,0,0.0,0,109.4,4.6,1
AU2028501,2025-03-10,2025-03,Business Loan,Semi-Urban,Karnataka,Disbursed,93000.0,Salaried,8.9,1,13.5,0,67.6,1,11.3,0,18.9,0,120.2,5.0,1
AU2028502,2024-12-12,2024-12,Business Loan,Semi-Urban,Tamil Nadu,Rejected,50000.0,Farmer,8.9,1,21.5,0,49.3,1,11.0,0,0.0,0,90.7,3.8,1
AU2028503,2025-05-14,2025-05,MSME Loan,Rural,Gujarat,Disbursed,3876000.0,MSME Owner,12.5,1,45.9,1,61.6,1,25.3,1,18.7,0,164.0,6.8,1
AU2028504,2024-07-20,2024-07,Personal Loan,Semi-Urban,Karnataka,Pending Documents,1234000.0,MSME Owner,6.2,0,14.6,0,46.0,0,19.3,1,18.0,0,104.1,4.3,1
AU2028505,2024-09-08,2024-09,Personal Loan,Rural,Madhya Pradesh,Rejected,654000.0,Salaried,9.1,1,59.4,1,25.8,0,17.1,1,0.0,0,111.4,4.6,1
AU2028506,2024-11-04,2024-11,Personal Loan,Urban,Punjab,Disbursed,669000.0,Self-Employed,3.1,0,13.0,0,13.0,0,4.4,0,14.6,0,48.1,2.0,0
AU2028507,2024-09-18,2024-09,Personal Loan,Semi-Urban,Odisha,Under Review,134000.0,Self-Employed,6.1,0,33.0,1,43.9,0,0.0,0,0.0,0,83.0,3.5,1
AU2028508,2025-04-10,2025-04,MSME Loan,Rural,Rajasthan,Disbursed,100000.0,Self-Employed,10.6,1,34.2,1,43.3,0,18.4,1,32.4,1,138.9,5.8,1
AU2028509,2024-07-22,2024-07,Vehicle Finance,Urban,Punjab,Rejected,376000.0,Self-Employed,4.6,0,12.5,0,31.5,0,9.0,0,0.0,0,57.6,2.4,0
AU2028510,2025-01-01,2025-01,Personal Loan,Urban,Maharashtra,Disbursed,156000.0,Farmer,4.2,0,13.3,0,29.9,0,4.2,0,10.4,0,62.0,2.6,0
AU2028511,2024-07-08,2024-07,Vehicle Finance,Semi-Urban,Haryana,Disbursed,62000.0,Salaried,6.0,0,34.4,1,47.2,0,11.7,0,21.6,0,120.9,5.0,1
AU2028512,2024-07-09,2024-07,Personal Loan,Urban,Haryana,Rejected,1001000.0,Self-Employed,4.5,0,8.5,0,30.0,0,11.8,0,0.0,0,54.8,2.3,0
AU2028513,2024-05-25,2024-05,Personal Loan,Rural,Rajasthan,Disbursed,270000.0,Self-Employed,8.8,1,28.0,1,34.4,0,21.9,1,34.7,1,127.8,5.3,1
AU2028514,2024-06-28,2024-06,Vehicle Finance,Semi-Urban,Punjab,Disbursed,134000.0,Self-Employed,4.2,0,33.2,1,25.2,0,14.6,0,12.1,0,89.3,3.7,1
AU2028515,2025-05-15,2025-05,Vehicle Finance,Urban,Uttar Pradesh,Rejected,174000.0,Farmer,3.2,0,12.1,0,22.8,0,9.0,0,0.0,0,47.1,2.0,0
AU2028516,2025-03-23,2025-03,MSME Loan,Urban,Tamil Nadu,Disbursed,88000.0,MSME Owner,2.7,0,21.1,0,35.3,0,8.5,0,8.2,0,75.8,3.2,0
AU2028517,2024-02-14,2024-02,Personal Loan,Semi-Urban,Karnataka,Disbursed,288000.0,Self-Employed,6.9,0,17.5,0,41.9,0,19.3,1,17.8,0,103.4,4.3,1
AU2028518,2025-01-07,2025-01,MSME Loan,Rural,Madhya Pradesh,Disbursed,243000.0,Self-Employed,11.4,1,35.3,1,68.4,1,24.4,1,20.5,0,160.0,6.7,1
AU2028519,2025-01-14,2025-01,Home Loan,Rural,Tamil Nadu,Rejected,64000.0,Salaried,8.9,1,59.9,1,69.9,1,26.7,1,0.0,0,165.4,6.9,1
AU2028520,2025-02-15,2025-02,Personal Loan,Semi-Urban,Haryana,Under Review,321000.0,Self-Employed,7.7,0,34.6,1,36.8,0,0.0,0,0.0,0,79.1,3.3,1
AU2028521,2024-05-27,2024-05,MSME Loan,Semi-Urban,Tamil Nadu,Disbursed,539000.0,MSME Owner,8.0,0,13.4,0,62.0,1,12.9,0,26.9,1,123.2,5.1,1
AU2028522,2025-02-16,2025-02,MSME Loan,Semi-Urban,Maharashtra,Pending Documents,913000.0,Salaried,4.9,0,32.7,1,70.6,1,14.4,0,16.1,0,138.7,5.8,1
AU2028523,2025-01-08,2025-01,Vehicle Finance,Rural,Haryana,Disbursed,75000.0,Salaried,15.9,1,57.7,1,28.5,0,26.5,1,37.4,1,166.0,6.9,1
AU2028524,2024-03-12,2024-03,Personal Loan,Rural,Haryana,Rejected,270000.0,MSME Owner,9.9,1,40.7,1,29.8,0,17.5,1,0.0,0,97.9,4.1,1
AU2028525,2024-11-02,2024-11,Vehicle Finance,Urban,Odisha,Disbursed,75000.0,Salaried,5.0,0,19.2,0,14.3,0,11.6,0,14.9,0,65.0,2.7,0
AU2028526,2024-03-14,2024-03,Vehicle Finance,Semi-Urban,Gujarat,Disbursed,292000.0,Farmer,6.3,0,24.4,1,40.3,0,8.6,0,11.0,0,90.6,3.8,1
AU2028527,2024-06-04,2024-06,Personal Loan,Urban,Madhya Pradesh,Disbursed,2297000.0,Self-Employed,5.2,0,23.3,0,22.6,0,6.2,0,16.4,0,73.7,3.1,0
AU2028528,2025-03-20,2025-03,MSME Loan,Semi-Urban,Tamil Nadu,Disbursed,50000.0,MSME Owner,8.6,1,32.3,1,39.4,0,8.3,0,19.2,0,107.8,4.5,1
AU2028529,2024-06-20,2024-06,MSME Loan,Urban,Karnataka,Disbursed,413000.0,Salaried,2.1,0,22.4,0,21.5,0,10.1,0,10.2,0,66.3,2.8,0
AU2028530,2025-04-22,2025-04,Business Loan,Rural,Gujarat,Rejected,885000.0,Salaried,13.6,1,33.7,1,101.4,1,22.8,1,0.0,0,171.5,7.1,1
AU2028531,2025-01-22,2025-01,MSME Loan,Semi-Urban,Odisha,Disbursed,633000.0,Salaried,9.5,1,34.9,1,53.7,1,13.3,0,16.5,0,127.9,5.3,1
AU2028532,2024-02-15,2024-02,Business Loan,Semi-Urban,Haryana,Disbursed,106000.0,Salaried,7.3,0,30.4,1,62.1,1,10.8,0,15.9,0,126.5,5.3,1
